Index,DEPTH(ft),WOB(klbf),TORQUE(kft.lbf),SPP(psi),RPM(1/min),ROP(ft/h),"Fow Rate, gpm ","UCS, psi"
1519,6645,7.534,7.096,2579.95,104.719,76.281,666.154,6405.982
1520,6646,7.613,7.109,2581.912,104.734,76.162,666.284,6161.906
1521,6646.5,7.647,7.112,2582.838,104.731,76.109,666.348,6052.764
1522,6647,7.677,7.115,2583.726,104.72,76.059,666.407,5941.2
1523,6649.5,7.768,7.111,2587.396,104.623,75.827,666.644,5266.818
1524,6650,7.777,7.107,2587.995,104.622,75.768,666.676,5129.564
1525,6651.5,7.797,7.093,2589.617,104.622,75.559,666.745,4616.243
1526,6653,7.82,7.076,2590.944,104.586,75.257,666.784,4148.319
1527,6653.5,7.83,7.07,2591.317,104.572,75.133,666.793,4047.975
1528,6654,7.842,7.065,2591.609,104.559,74.996,666.799,3981.853
1529,6655.5,7.891,7.054,2591.99,104.508,74.512,666.809,3888.582
1530,6656.5,7.938,7.055,2591.917,104.456,74.139,666.818,3841.989
1531,6657,7.966,7.057,2591.824,104.423,73.943,666.825,3818.866
1532,6658.5,8.06,7.069,2591.336,104.28,73.327,666.834,3807.344
1533,6659,8.092,7.074,2591.111,104.214,73.115,666.829,3825.961
1534,6661.5,8.207,7.085,2590.04,103.864,72.012,666.758,3937.773
1535,6664,8.245,7.079,2589.465,103.532,70.872,666.446,4147.883
1536,6664.5,8.243,7.076,2589.109,103.49,70.65,666.355,4173.091
1537,6668,8.264,7.068,2586.212,103.434,69.187,665.562,4159.178
1538,6668.5,8.274,7.068,2585.797,103.456,68.988,665.435,4137.345
1539,6669,8.285,7.069,2585.398,103.48,68.793,665.308,4137.269
1540,6670,8.303,7.067,2584.627,103.532,68.418,665.064,4167.086
1541,6670.5,8.304,7.065,2584.222,103.561,68.241,664.944,4181.013
1542,6671,8.3,7.061,2583.817,103.594,68.109,664.826,4188.876
1543,6672,8.28,7.05,2583.006,103.683,67.964,664.589,4186.245
1544,6672.5,8.264,7.043,2582.598,103.739,67.919,664.47,4154.275
1545,6674,8.188,7.009,2581.362,104.004,67.86,664.108,4014.507
1546,6674.5,8.155,6.996,2580.961,104.123,67.86,663.985,3996.24
1547,6676.5,7.999,6.928,2579.42,104.708,67.936,663.48,3969.999
1548,6677,7.958,6.911,2579.053,104.889,67.968,663.353,3962.937
1549,6677.5,7.917,6.894,2578.69,105.087,67.999,663.226,3961.546
1550,6681.5,7.633,6.771,2575.603,107.117,68.317,662.233,3923.797
1551,6682.5,7.576,6.741,2574.293,107.609,68.471,662.011,3974.749
1552,6683.5,7.512,6.708,2572.876,108.107,68.627,661.831,4031.937
1553,6685.5,7.383,6.654,2570.221,109.104,68.939,661.55,4084.122
1554,6686.5,7.331,6.634,2569.055,109.601,69.093,661.423,4057.256
1555,6688,7.257,6.603,2567.51,110.35,69.334,661.223,4011.676
1556,6690,7.168,6.564,2565.749,111.371,69.767,660.949,3853.297
1557,6691,7.127,6.545,2564.98,111.908,70.045,660.822,3783.2
1558,6691.5,7.105,6.537,2564.613,112.186,70.201,660.76,3766.753
1559,6692.5,7.058,6.519,2563.895,112.762,70.541,660.642,3767.428
1560,6694.5,6.937,6.477,2562.476,113.976,71.296,660.416,3776.858
1561,6696,6.815,6.433,2561.483,114.86,71.91,660.263,3783.505
1562,6697,6.716,6.398,2560.867,115.41,72.333,660.175,3754.265
1563,6697.5,6.662,6.379,2560.578,115.672,72.544,660.134,3741.122
1564,6700,6.367,6.28,2559.433,116.845,73.6,659.964,3707.598
1565,6702.5,6.087,6.189,2559.14,117.86,74.46,659.851,3750.456
1566,6703.5,5.988,6.158,2559.28,118.228,74.77,659.825,3772.437
1567,6704.5,5.898,6.128,2559.513,118.565,75.073,659.838,3781.529
1568,6706,5.757,6.078,2559.594,118.961,75.468,659.92,3783.575
1569,6706.5,5.708,6.061,2559.497,119.07,75.579,659.946,3789.411
1570,6707.5,5.609,6.027,2559.21,119.259,75.739,659.996,3787.854
1571,6708.5,5.506,5.994,2558.857,119.41,75.727,660.048,3810.165
1572,6711,5.258,5.925,2557.603,119.539,75.553,660.134,3856.449
1573,6712.5,5.151,5.901,2556.7,119.412,75.423,660.165,3876.876
1574,6713.5,5.109,5.897,2556.079,119.28,75.298,660.174,3909.471
1575,6714.5,5.089,5.901,2555.45,119.108,75.121,660.177,3939.693
1576,6715,5.088,5.907,2555.14,119.007,75.014,660.178,3951.648
1577,6717,5.123,5.943,2553.959,118.489,74.458,660.183,4023.719
1578,6718,5.15,5.966,2553.397,118.146,74.123,660.187,4065.301
1579,6718.5,5.165,5.979,2553.123,117.954,73.946,660.188,4065.212
1580,6719,5.181,5.993,2552.848,117.747,73.764,660.188,4047.818
1581,6721.5,5.277,6.073,2551.311,116.536,72.859,660.169,3932.453
1582,6723.5,5.371,6.153,2549.748,115.419,72.154,660.097,3985.543
1583,6726,5.526,6.274,2547.812,113.867,71.464,659.803,4203.8
1584,6727,5.592,6.324,2547.188,113.196,71.25,659.694,4297.307
1585,6728.5,5.704,6.404,2546.303,112.124,70.957,659.55,4424.06
1586,6731.5,5.973,6.583,2544.939,110.022,70.154,659.33,4531.683
1587,6733,6.083,6.666,2544.424,109.031,69.797,659.253,4671.213
1588,6734,6.148,6.716,2544.075,108.398,69.693,659.204,4755.3
1589,6737,6.301,6.844,2542.669,106.927,69.542,659.058,4792.288
1590,6738,6.336,6.879,2542.075,106.568,69.494,658.998,4810.614
1591,6739.5,6.373,6.924,2540.988,106.073,69.411,658.891,4839.446
1592,6740,6.384,6.938,2540.577,105.912,69.379,658.851,4852.237
1593,6741,6.401,6.966,2539.712,105.596,69.312,658.768,4906.519
1594,6741.5,6.409,6.979,2539.26,105.455,69.287,658.728,4955.121
1595,6743.5,6.437,7.029,2537.443,105.048,69.256,658.585,5221.825
1596,6745,6.455,7.069,2535.994,104.888,69.274,658.416,5367.12
1597,6748.5,6.466,7.14,2533.045,104.951,69.241,657.961,5506.127
1598,6749.5,6.469,7.156,2532.329,105.1,69.22,657.86,5487.195
1599,6750,6.472,7.164,2531.992,105.202,69.222,657.81,5460.68
1600,6751,6.482,7.18,2531.346,105.464,69.26,657.709,5378.67
1601,6753,6.497,7.207,2530.139,106.138,69.473,657.504,5144.441
1602,6753.5,6.496,7.211,2529.848,106.327,69.556,657.455,5078.666
1603,6757,6.401,7.204,2527.966,107.786,70.277,657.119,4693.162
1604,6759,6.297,7.173,2527.084,108.763,70.706,656.956,4540.552
1605,6760.5,6.203,7.14,2526.739,109.589,71.017,656.867,4455.86
1606,6762.5,6.05,7.079,2526.708,110.65,71.266,656.775,4449.667
1607,6764.5,5.858,6.994,2526.936,111.658,71.417,656.777,4424.295
1608,6765,5.805,6.972,2527.072,111.902,71.451,656.798,4426.989
1609,6767.5,5.521,6.852,2527.772,112.939,71.764,656.891,4496.965
1610,6768.5,5.391,6.798,2528.048,113.21,71.924,656.919,4484.728
1611,6769.5,5.25,6.74,2528.348,113.443,71.97,656.941,4429.899
1612,6771.5,4.952,6.622,2528.965,113.862,71.802,656.976,4252.884
1613,6772,4.886,6.596,2529.151,113.959,71.737,656.981,4215.228
1614,6773.5,4.712,6.525,2529.813,114.234,71.527,657.006,4188.571
1615,6774,4.663,6.505,2530.058,114.319,71.456,657.017,4209.26
1616,6778.5,4.443,6.416,2532.779,114.934,70.763,657.137,4529.995
1617,6780,4.444,6.413,2533.877,115.021,70.501,657.18,4656.907
1618,6781.5,4.462,6.415,2535.424,115.037,70.245,657.212,4808.122
1619,6782,4.471,6.416,2536.027,115.025,70.162,657.217,4856.791
1620,6783.5,4.504,6.423,2537.867,114.953,69.894,657.212,5034.687
1621,6785,4.545,6.432,2539.744,114.87,69.574,657.208,5248.423
1622,6785.5,4.561,6.437,2540.377,114.841,69.467,657.208,5308.858
1623,6786.5,4.599,6.447,2541.633,114.781,69.259,657.209,5394.377
1624,6789.5,4.743,6.482,2545.284,114.592,68.691,657.195,5451.241
1625,6790,4.768,6.488,2545.88,114.558,68.605,657.192,5457.944
1626,6793,4.925,6.526,2549.47,114.316,68.105,657.192,5460.599
1627,6793.5,4.953,6.533,2550.064,114.269,68.024,657.198,5450.457
1628,6796,5.092,6.565,2553.195,114.011,67.63,657.26,5355.144
1629,6798.5,5.178,6.574,2556.24,113.713,67.245,657.342,5309.874
1630,6801,5.226,6.572,2558.621,113.451,66.969,657.393,5316.403
1631,6801.5,5.237,6.572,2558.903,113.418,66.918,657.402,5310.737
1632,6803.5,5.29,6.577,2559.769,113.304,66.719,657.478,5227.627
1633,6804,5.307,6.579,2559.964,113.273,66.667,657.501,5226.606
1634,6805,5.342,6.582,2560.336,113.205,66.542,657.544,5253.692
1635,6808,5.474,6.602,2561.652,112.93,66.139,657.686,5202.609
1636,6808.5,5.506,6.608,2561.858,112.861,66.057,657.725,5172.967
1637,6809.5,5.579,6.623,2562.203,112.721,65.861,657.821,5103.836
1638,6812,5.8,6.669,2562.561,112.338,65.211,658.154,4857.938
1639,6812.5,5.849,6.68,2562.535,112.245,65.068,658.233,4817.791
1640,6813.5,5.949,6.702,2562.383,112.046,64.786,658.405,4755.015
1641,6815.5,6.132,6.736,2561.687,111.58,64.208,658.801,4633.585
1642,6816,6.172,6.742,2561.445,111.444,64.052,658.912,4601.391
1643,6816.5,6.209,6.747,2561.181,111.3,63.891,659.025,4572.327
1644,6817,6.242,6.751,2560.883,111.15,63.725,659.14,4544.028
1645,6818,6.3,6.755,2560.179,110.834,63.376,659.379,4488.923
1646,6819,6.341,6.752,2559.331,110.511,63.007,659.623,4436.168
1647,6822,6.409,6.726,2555.121,109.505,61.744,660.402,4344.488
1648,6824,6.403,6.692,2549.8,108.832,60.822,660.865,4269.456
1649,6824.5,6.396,6.681,2548.382,108.657,60.598,660.968,4254.633
1650,6825,6.388,6.67,2546.926,108.512,60.37,661.065,4243.33
1651,6825.5,6.377,6.657,2545.438,108.374,60.141,661.158,4233.566
1652,6826,6.364,6.642,2543.92,108.242,59.912,661.246,4224.688
1653,6826.5,6.351,6.628,2542.373,108.115,59.686,661.329,4215.48
1654,6827.5,6.321,6.598,2539.177,107.879,59.233,661.483,4199.349
1655,6828.5,6.288,6.567,2535.835,107.655,58.775,661.629,4197.031
1656,6832,6.148,6.447,2523.756,106.809,57.144,662.149,4175.943
1657,6833,6.099,6.41,2520.233,106.471,56.671,662.299,4173.156
1658,6835.5,5.967,6.32,2511.303,105.522,55.492,662.661,4203.744
1659,6839.5,5.812,6.224,2496.95,104.03,53.482,663.259,4305.72
1660,6840,5.798,6.214,2495.15,103.877,53.227,663.336,4317.592
1661,6842.5,5.743,6.171,2485.924,103.221,52.076,663.783,4369.31
1662,6844.5,5.714,6.147,2477.629,102.876,51.214,664.182,4463.334
1663,6845,5.708,6.143,2475.47,102.809,51.023,664.282,4494.182
1664,6846.5,5.699,6.134,2469.08,102.649,50.532,664.588,4602.149
1665,6847,5.697,6.131,2466.982,102.608,50.397,664.685,4636.706
1666,6847.5,5.692,6.127,2464.898,102.574,50.27,664.775,4661.971
1667,6848.5,5.673,6.116,2460.772,102.527,50.025,664.931,4703.272
1668,6849,5.659,6.11,2458.725,102.513,49.9,664.996,4742.759
1669,6854,5.528,6.032,2439.054,102.513,48.985,665.301,4835.035
1670,6858.5,5.786,6.09,2425.757,102.477,48.833,665.031,4696.778
1671,6861,6.12,6.188,2422.629,102.35,48.946,664.856,4669.634
1672,6861.5,6.201,6.21,2422.207,102.301,48.961,664.819,4673.119
1673,6863,6.488,6.276,2421.134,102.224,48.904,664.737,4687.955
1674,6865,6.995,6.369,2420.166,102.233,48.602,664.695,4793.648
1675,6866,7.303,6.418,2419.882,102.259,48.338,664.702,4829.911
1676,6870,8.836,6.622,2419.068,102.586,46.608,664.85,4802.161
1677,6870.5,9.057,6.651,2418.967,102.649,46.341,664.869,4807.949
1678,6871.5,9.502,6.71,2418.757,102.787,45.775,664.904,4818.156
1679,6872,9.726,6.741,2418.656,102.86,45.475,664.921,4838.163
1680,6872.5,9.951,6.772,2418.559,102.933,45.163,664.937,4891.668
1681,6876.5,11.235,7.017,2417.95,103.496,43.367,665.037,5706.887
1682,6878.5,11.634,7.118,2417.794,103.737,43.24,665.067,5723.76
1683,6880,11.95,7.196,2417.896,103.825,43.24,665.092,5844.104
1684,6881.5,12.28,7.281,2418.448,103.975,43.25,665.096,6006.421
1685,6883,12.607,7.365,2419.117,104.1,43.267,665.049,6156.316
1686,6883.5,12.715,7.391,2419.347,104.137,43.272,665.028,6192.192
1687,6886,13.262,7.523,2420.459,104.212,43.353,664.907,6338.607
1688,6886.5,13.362,7.548,2420.677,104.227,43.386,664.881,6344.186
1689,6887.5,13.582,7.602,2421.12,104.274,43.458,664.824,6322.736
1690,6888,13.709,7.631,2421.346,104.293,43.495,664.796,6295.174
1691,6889,13.983,7.691,2421.742,104.296,43.481,664.746,6217.949
1692,6891.5,14.771,7.846,2422.584,104.173,43.247,664.641,5990.202
1693,6893,15.29,7.939,2422.738,104.116,43.003,664.571,5937.467
1694,6894.5,15.843,8.029,2422.386,104.026,42.701,664.509,5958.684
1695,6897.5,16.934,8.183,2421.116,103.748,41.969,664.448,5971.954
1696,6898,17.101,8.204,2420.829,103.686,41.853,664.429,5958.253
1697,6899,17.449,8.249,2420.149,103.567,41.668,664.402,5922.996
1698,6899.5,17.629,8.273,2419.735,103.501,41.597,664.394,5866.304
1699,6900,17.815,8.299,2419.248,103.421,41.535,664.383,5760.27
1700,6901,18.163,8.355,2418.139,103.22,41.465,664.354,5412.531
1701,6902,18.481,8.413,2416.978,102.995,41.496,664.322,5110.411
1702,6903,18.769,8.473,2415.794,102.759,41.641,664.287,4959.224
1703,6903.5,18.904,8.503,2415.201,102.636,41.757,664.27,4909.556
1704,6904.5,19.146,8.562,2413.993,102.358,42.059,664.236,4823.056
1705,6905,19.255,8.595,2413.354,102.218,42.23,664.222,4785.007
1706,6908,19.614,8.762,2409.316,101.445,43.333,664.142,4685.348
1707,6909,19.635,8.802,2408.027,101.217,43.761,664.11,4655.428
1708,6910.5,19.618,8.854,2406.34,100.986,44.401,664.04,4583.494
1709,6911,19.601,8.87,2405.898,100.932,44.615,664.014,4567.207
1710,6911.5,19.577,8.886,2405.54,100.88,44.776,663.99,4553.892
1711,6912.5,19.529,8.919,2404.909,100.777,44.791,663.949,4539.47
1712,6913,19.506,8.938,2404.599,100.726,44.759,663.93,4541.015
1713,6913.5,19.486,8.956,2404.296,100.679,44.722,663.911,4546.789
1714,6914,19.482,8.97,2404.002,100.639,44.682,663.894,4557.758
1715,6914.5,19.516,8.983,2403.721,100.601,44.634,663.877,4573.38
1716,6916,19.669,9.032,2402.9,100.501,44.436,663.836,4647.901
1717,6916.5,19.723,9.051,2402.64,100.474,44.372,663.826,4679.409
1718,6920.5,20.196,9.215,2401.07,100.321,44.276,663.738,4654.603
1719,6921.5,20.299,9.246,2400.682,100.339,44.334,663.711,4637.144
1720,6922.5,20.41,9.277,2400.298,100.385,44.373,663.684,4656.872
1721,6924.5,20.654,9.337,2399.618,100.538,44.328,663.64,4701.357
1722,6926,20.841,9.378,2399.237,100.699,44.324,663.599,4709.033
1723,6929.5,21.262,9.457,2398.31,101.166,44.388,663.499,4846.4
1724,6930,21.308,9.47,2398.121,101.242,44.401,663.48,4873.578
1725,6931.5,21.433,9.512,2397.368,101.479,44.457,663.405,4998.606
1726,6933,21.516,9.544,2396.388,101.75,44.514,663.314,5047.966
1727,6934.5,21.538,9.57,2395.23,101.978,44.52,663.204,4946.487
1728,6935.5,21.512,9.586,2394.341,102.13,44.484,663.099,4846.995
1729,6937.5,21.381,9.607,2392.532,102.456,44.536,662.802,4691.065
1730,6938.5,21.3,9.621,2392.129,102.612,44.614,662.599,4612.17
1731,6942.5,20.913,9.653,2394.723,103.106,45.002,661.536,4412.534
1732,6943.5,20.842,9.666,2396.44,103.161,45.166,661.259,4453.271
1733,6944.5,20.766,9.681,2398.448,103.196,45.29,660.97,4523.771
1734,6947.5,20.661,9.76,2407.304,103.244,45.746,660.072,4670.85
1735,6949,20.691,9.818,2412.674,103.206,46.018,659.635,4719.847
1736,6949.5,20.698,9.838,2414.55,103.181,46.101,659.49,4737.843
1737,6950.5,20.708,9.881,2418.254,103.126,46.239,659.213,4853.531
1738,6954,20.616,10.01,2432.308,102.827,46.638,658.406,5282.885
1739,6954.5,20.608,10.028,2434.527,102.776,46.672,658.3,5235.187
1740,6955,20.606,10.046,2436.728,102.737,46.704,658.196,5170.968
1741,6955.5,20.612,10.064,2438.938,102.702,46.735,658.094,5109.352
1742,6956.5,20.65,10.103,2443.401,102.631,46.754,657.895,5031.227
1743,6958,20.718,10.154,2450.294,102.524,46.696,657.611,4952.409
1744,6959,20.772,10.188,2454.998,102.476,46.67,657.435,4919.472
1745,6960.5,20.848,10.237,2462.31,102.388,46.683,657.216,4920.148
1746,6962.5,20.913,10.3,2472.581,102.276,46.82,656.985,4989.831
1747,6964,20.926,10.346,2480.565,102.197,47.012,656.886,5087.911
1748,6964.5,20.927,10.361,2483.161,102.173,47.088,656.867,5138.142
1749,6965,20.925,10.376,2485.695,102.149,47.171,656.85,5199.616
1750,6966,20.912,10.406,2490.824,102.109,47.343,656.827,5362.578
1751,6966.5,20.9,10.42,2493.447,102.095,47.431,656.821,5471.843
1752,6967,20.885,10.433,2496.114,102.084,47.517,656.817,5587.433
1753,6968,20.843,10.458,2501.595,102.073,47.691,656.819,5759.889
1754,6969.5,20.74,10.49,2510.131,102.047,47.99,656.844,5867.319
1755,6971.5,20.53,10.523,2522.125,102.038,48.49,656.932,5849.144
1756,6972,20.468,10.531,2525.226,102.038,48.642,656.966,5832.189
1757,6973,20.336,10.547,2531.613,102.037,48.912,657.048,5829.078
1758,6974,20.2,10.562,2538.252,102.053,49.138,657.147,5851.782
1759,6974.5,20.139,10.569,2541.658,102.063,49.236,657.207,5857.894
1760,6975,20.083,10.575,2545.104,102.073,49.324,657.276,5855.196
1761,6976,19.984,10.589,2551.761,102.082,49.484,657.435,5834.57
1762,6977,19.897,10.603,2558.087,102.085,49.615,657.614,5781.106
1763,6980,19.655,10.633,2576.128,102.16,49.9,658.226,5368.558
1764,6982,19.49,10.644,2586.869,102.247,50.205,658.714,5475.157
1765,6983,19.398,10.645,2591.589,102.315,50.331,658.969,5509.337
1766,6984.5,19.266,10.633,2597.648,102.42,50.454,659.392,5482.333
1767,6985,19.223,10.627,2599.204,102.464,50.49,659.538,5463.486
1768,6986,19.138,10.613,2602.05,102.545,50.547,659.823,5417.928
1769,6986.5,19.094,10.605,2603.341,102.573,50.566,659.962,5396.628
1770,6988.5,18.929,10.57,2607.988,102.728,50.532,660.488,5320.22
1771,6991,18.802,10.524,2612.5,102.955,50.229,661.108,5277.978
1772,6992,18.818,10.511,2613.695,103.05,50.025,661.309,5286.142
1773,6993,18.844,10.498,2614.706,103.141,49.806,661.502,5259.093
1774,6994,18.888,10.486,2615.588,103.232,49.58,661.677,5167.577
1775,6995,18.946,10.477,2616.367,103.317,49.347,661.837,5074.86
1776,6996,19.01,10.466,2617.058,103.402,49.134,661.988,5021.742
1777,6997,19.087,10.458,2617.67,103.498,48.917,662.11,4946.699
1778,6998,19.175,10.451,2618.419,103.605,48.679,662.223,4841.158
1779,7000,19.363,10.441,2619.407,103.933,48.242,662.435,4600.799
1780,7000.5,19.411,10.439,2619.526,104.053,48.152,662.488,4535.387
1781,7002,19.545,10.433,2619.672,104.491,47.927,662.632,4332.648
1782,7003.5,19.654,10.425,2620.259,105.086,47.716,662.729,4125.281
1783,7004,19.688,10.423,2620.451,105.328,47.629,662.746,4057.35
1784,7005,19.744,10.42,2620.792,105.882,47.44,662.776,3941.559
1785,7005.5,19.77,10.419,2620.936,106.189,47.332,662.789,3899.481
1786,7007,19.843,10.421,2621.309,107.122,46.974,662.809,3811.518
1787,7008,19.885,10.422,2621.485,107.757,46.732,662.802,3777.612
1788,7011,20.055,10.431,2621.581,109.587,45.927,662.727,3731.422
1789,7015.5,20.445,10.461,2621.639,111.408,44.681,662.436,4170.193
1790,7016.5,20.56,10.464,2621.234,111.606,44.411,662.36,4320.652
1791,7017.5,20.686,10.467,2620.728,111.713,44.171,662.309,4440.449
1792,7018,20.745,10.467,2620.462,111.709,44.076,662.291,4481.002
1793,7019,20.852,10.466,2619.939,111.679,43.903,662.251,4519.687
1794,7020,20.949,10.462,2619.424,111.609,43.747,662.218,4548.59
1795,7021,21.035,10.459,2618.87,111.737,43.623,662.215,4583.451
1796,7022.5,21.141,10.452,2617.925,112.037,43.488,662.222,4603.885
1797,7023,21.171,10.449,2617.743,112.169,43.463,662.224,4599.707
1798,7024,21.231,10.449,2617.328,112.486,43.454,662.212,4589.617
1799,7025,21.289,10.452,2616.918,112.868,43.544,662.189,4588.765
1800,7026,21.34,10.454,2616.543,113.316,43.694,662.171,4597.136
1801,7026.5,21.361,10.454,2616.369,113.59,43.777,662.165,4600.079
1802,7027.5,21.399,10.456,2616.039,114.216,43.951,662.159,4601.043
1803,7028,21.416,10.458,2615.883,114.558,44.05,662.159,4599.81
1804,7029,21.445,10.464,2615.63,115.287,44.263,662.165,4604.687
1805,7032.5,21.495,10.482,2615.052,117.635,45.005,662.228,4519.471
1806,7033,21.497,10.484,2614.962,117.911,45.107,662.233,4483.326
1807,7033.5,21.498,10.486,2614.883,118.177,45.212,662.232,4452.486
1808,7034.5,21.496,10.489,2614.872,118.635,45.437,662.225,4419.282
1809,7035,21.492,10.491,2614.829,118.83,45.547,662.221,4416.602
1810,7038.5,21.424,10.501,2613.828,119.711,46.105,662.19,4484.357
1811,7039,21.414,10.503,2613.773,119.824,46.162,662.183,4453.496
1812,7039.5,21.407,10.505,2613.699,119.938,46.23,662.172,4423.647
1813,7040.5,21.4,10.511,2613.486,120.163,46.395,662.132,4524.767
1814,7041.5,21.404,10.518,2613.181,120.421,46.59,662.079,4572.457
1815,7044,21.469,10.536,2612.145,121.316,47.197,661.912,4286.13
1816,7044.5,21.49,10.539,2611.91,121.538,47.321,661.871,4210.166
1817,7045,21.516,10.542,2611.663,121.781,47.449,661.828,4136.502
1818,7047,21.636,10.55,2610.611,122.959,47.977,661.647,3828.729
1819,7052,21.9,10.529,2607.449,127.101,49.263,661.291,3592.611
1820,7052.5,21.917,10.524,2607.039,127.443,49.382,661.263,3634.269
1821,7053.5,21.942,10.509,2606.24,128.074,49.627,661.214,3880.866
1822,7055.5,21.931,10.476,2604.689,129.098,49.928,661.122,4522.396
1823,7056,21.915,10.466,2604.277,129.3,49.992,661.107,4708.851
1824,7057,21.84,10.444,2603.316,129.652,50.123,661.075,4903.995
1825,7059,21.689,10.403,2601.559,130.056,50.353,661.015,5160.985
1826,7060,21.619,10.382,2600.981,130.131,50.445,660.987,5224.374
1827,7060.5,21.587,10.372,2600.697,130.145,50.479,660.965,5232.101
1828,7064.5,21.417,10.311,2598.924,130.194,50.447,660.766,5582.371
1829,7066.5,21.364,10.287,2598.303,130.216,50.414,660.693,5847.899
1830,7067,21.353,10.281,2598.177,130.228,50.406,660.677,5885.13
1831,7068.5,21.321,10.261,2597.881,130.278,50.385,660.631,6096.422
1832,7069,21.311,10.254,2597.81,130.302,50.376,660.614,6210.685
1833,7069.5,21.304,10.246,2597.752,130.33,50.366,660.593,6250.518
1834,7070.5,21.294,10.231,2597.799,130.39,50.346,660.541,6344.038
1835,7071,21.293,10.225,2597.907,130.421,50.336,660.515,6500.212
1836,7072,21.298,10.213,2598,130.483,50.313,660.465,6850.769
1837,7074.5,21.322,10.193,2597.821,130.64,50.262,660.455,7802.834
1838,7075.5,21.324,10.186,2597.637,130.702,50.252,660.471,8024.513
1839,7076,21.324,10.182,2597.566,130.737,50.249,660.479,8100.856
1840,7077.5,21.319,10.17,2597.436,130.879,50.243,660.513,8249.183
1841,7078,21.317,10.165,2597.425,130.925,50.239,660.528,8281.49
1842,7080,21.278,10.143,2597.551,131.071,50.213,660.557,8319.383
1843,7080.5,21.258,10.136,2597.577,131.105,50.216,660.561,8199.812
1844,7083.5,21.119,10.095,2597.206,131.254,50.237,660.694,7561.028
1845,7084,21.101,10.09,2597.084,131.269,50.241,660.715,7505.109
1846,7084.5,21.084,10.085,2597.056,131.284,50.246,660.738,7459.963
1847,7085,21.068,10.081,2597.08,131.294,50.251,660.764,7432.127
1848,7087,21.009,10.064,2597.103,131.311,50.267,660.888,7475.626
1849,7093,20.849,10.028,2595.758,131.157,50.255,661.297,7487.113
1850,7093.5,20.835,10.026,2595.614,131.142,50.258,661.336,7478.256
1851,7094.5,20.809,10.022,2595.465,131.102,50.26,661.416,7408.316
1852,7095.5,20.788,10.019,2595.355,131.052,50.256,661.478,7442.56
1853,7100,20.556,9.98,2596.178,130.835,50.158,661.495,7329.766
1854,7101,20.448,9.959,2596.423,130.773,50.169,661.49,7277.426
1855,7102,20.336,9.937,2596.72,130.707,50.207,661.486,7328.638
1856,7103,20.225,9.918,2597.062,130.64,50.255,661.486,7497.714
1857,7106,19.855,9.86,2598.73,130.391,50.13,661.539,7679.796
1858,7108,19.612,9.827,2600.174,130.175,49.987,661.587,7848.751
1859,7109.5,19.52,9.834,2601.295,129.954,49.903,661.663,8181.898
1860,7112.5,19.321,9.845,2604.931,129.55,49.586,661.829,8836.949
1861,7114.5,19.18,9.846,2607.791,129.351,49.561,661.877,9149.107
1862,7117,19.024,9.848,2611.253,129.251,49.536,661.944,9464.939
1863,7117.5,18.995,9.848,2611.909,129.239,49.524,661.957,9435.959
1864,7122,18.855,9.867,2618.916,129.304,49.446,662.12,9683.902
1865,7123,18.846,9.872,2620.319,129.325,49.437,662.137,9532.776
1866,7123.5,18.84,9.874,2621.02,129.335,49.432,662.158,9407.992
1867,7125.5,18.815,9.884,2623.834,129.371,49.413,662.259,9090.172
1868,7127,18.8,9.892,2625.985,129.422,49.419,662.335,9382.139
1869,7127.5,18.796,9.895,2626.721,129.436,49.423,662.362,9405.73
1870,7128.5,18.793,9.903,2628.22,129.459,49.431,662.416,9335.974
1871,7129,18.794,9.907,2628.989,129.471,49.435,662.445,9241.167
1872,7129.5,18.797,9.911,2629.769,129.484,49.439,662.476,9134.371
1873,7130,18.801,9.916,2630.552,129.499,49.445,662.505,9022.789
1874,7130.5,18.807,9.92,2631.343,129.514,49.449,662.533,8913.266
1875,7131,18.814,9.925,2632.143,129.529,49.453,662.558,8806.949
1876,7132.5,18.842,9.939,2634.55,129.567,49.478,662.634,8780.586
1877,7135.5,18.918,9.965,2638.548,129.604,49.623,662.799,9036.966
1878,7138.5,19.087,10.015,2642.114,129.693,49.702,663.113,9062.748
1879,7139,19.141,10.03,2642.665,129.718,49.704,663.169,8971.833
1880,7139.5,19.203,10.047,2643.204,129.745,49.705,663.224,8960.874
1881,7140,19.269,10.065,2643.729,129.772,49.707,663.28,8939.514
1882,7141,19.417,10.102,2644.729,129.824,49.782,663.39,8688.517
1883,7143,19.729,10.176,2646.26,129.917,50.077,663.607,8208.317
1884,7143.5,19.812,10.196,2646.564,129.938,50.147,663.654,8203.361
1885,7144.5,19.983,10.234,2647.09,129.962,50.285,663.746,8300.369
1886,7145,20.068,10.253,2647.301,129.972,50.354,663.791,8296.471
1887,7147,20.414,10.326,2647.668,129.962,50.671,663.957,8105.584
1888,7147.5,20.499,10.344,2647.603,129.949,50.76,663.997,8121.838
1889,7150.5,20.832,10.39,2646.074,129.886,51.103,664.287,8455.308
1890,7151,20.878,10.398,2645.684,129.882,51.125,664.342,8568.659
1891,7151.5,20.923,10.405,2645.293,129.88,51.147,664.398,8680.67
1892,7153,21.046,10.423,2644.112,129.872,51.212,664.567,8995.918
1893,7155,21.197,10.448,2642.636,129.868,51.269,664.793,9032.057
1894,7156.5,21.302,10.467,2641.598,129.869,51.294,664.962,9323.821
